sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score,Avg Sentiment,Final_Sentiment
11,ATGL,Adani Total Gas Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.25%, vs industry avg of 16.03%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.61% to 2.09%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 38.16%, vs industry avg of 27.61%",0.006251155,0.284795516,0.84938265,0.7327563,0.005914324,0.378483683,1.312603405,1.080464113,0.002387255,0.095442874,0.957484863,0.900263352,0.008497645,0.044563229,0.646535597,0.5145781,0.622610247,1,1,2,1,0,0,0.833333333,0.99441678,0.946091746,0
12,APOLLOTYRE,Apollo Tyres Limited," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.59%, vs industry avg of 8.65%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 24.87% to 26.04%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -10.29%, vs industry avg of -5.59%",0.061181032,0.310590693,0.862570842,0.745033699,0.050465583,0.400881853,1.313311331,1.080395657,0.047309636,0.125269748,0.955072295,0.898859342,0.058147844,0.07362518,0.649440812,0.517579628,0.514739085,1,1,2,2,1,0,1.166666667,0.99441678,1.046091746,1
13,AMBUJACEM,Ambuja Cements Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Avg The stock has a moderate number of red flags,Income statement not found,0.095912605,0.371987287,0.903941475,0.814023394,0.076990936,0.456132808,1.346677135,1.140153895,0.080921409,0.201895399,1.007132092,0.991188234,0,0.032091834,0.635082023,0.502492968,0.537371181,0,0,2,1,1,0,0.666666667,0.99441678,0.896091746,0
14,ALKEM,Alkem Laboratories Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.23%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3% to 3.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.03%, vs industry avg of 4.09%",0.025774332,0.297617156,0.864929416,0.746570452,0.026039186,0.39413983,1.324804009,1.092810239,0.023326133,0.122228597,0.981524853,0.924550516,0.029794894,0.065786957,0.672082869,0.535316317,0.531726813,1,0,2,2,1,0,1,0.99441678,0.996091746,1
15,APOLLOHOSP,Apollo Hospitals Enterprise Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.48%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 25.81% to 27.58%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 36.72%, vs industry avg of 28.13%",0.033404651,0.295618493,0.849596056,0.733127671,0.035357912,0.398058455,1.31293158,1.082415535,0.027786315,0.10489785,0.950792139,0.892029637,0.041490218,0.071250026,0.658816599,0.530579011,0.573194713,1,0,2,2,1,0,1,1.988162903,1.691714032,2
16,ASTRAL,Astral Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.4%, vs industry avg of 16.1%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 5.61% to 6.37%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 27.31%, vs industry avg of 28.86%",0.008733629,0.282617965,0.848420862,0.731067581,0.007982583,0.375384852,1.309275373,1.076282246,0.006545971,0.094112127,0.956233378,0.898293526,0.012221965,0.044162062,0.645959996,0.514034568,0.596536907,0,1,2,2,1,0,1,0.99441678,0.996091746,1
17,AXISBANK,Axis Bank Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.38%, vs industry avg of 10.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 14.31% to 13.22%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 29%, vs industry avg of 17.6%",0.243145727,0.430279875,0.989993748,0.89986241,0.246744019,0.469354434,1.337628111,1.162483644,0.21932185,0.281121221,1.101713669,1.083163114,0.237640193,0.337944203,0.952546363,0.839387735,0.519482175,2,1,2,2,1,0,1.333333333,1.970826417,1.779578492,2
18,AUROPHARMA,Aurobindo Pharma Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.71%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.77% to 7.99%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 2.84%, vs industry avg of 4.09%",0.0682764,0.350100087,0.911826677,0.795917696,0.071782778,0.451483143,1.355149997,1.135846382,0.078265982,0.239263545,1.061854241,1.034895461,0.065931859,0.101728004,0.694624195,0.562518899,0.512617894,1,0,2,2,1,0,1,0.99441678,0.996091746,1
19,ASIANPAINT,Asian Paints Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.86%, vs industry avg of 11.39%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 64.73% to 63.19%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.34%, vs industry avg of 8.22%",0.067557444,0.350413,0.905722391,0.800877386,0.06338695,0.443091524,1.35267773,1.133870697,0.060166273,0.178194869,1.014820734,0.973936563,0.081443508,0.110173796,0.703222695,0.577023406,0.562561451,1,0,2,2,1,0,1,0.99441678,0.996091746,1
20,AUBANK,AU Small Finance Bank Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 27.04%, vs industry avg of 13.3%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.78% to 4.92%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.57%, vs industry avg of 18.24%",0.011809077,0.287181924,0.85385862,0.737920614,0.015385643,0.384546882,1.316815285,1.08681698,0.01556542,0.110842077,0.97264878,0.916856542,0.019083751,0.056502237,0.660485394,0.528371424,0.526219001,1,1,2,2,1,0,1.166666667,1.906040944,1.684228661,2
21,ASHOKLEY,Ashok Leyland Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 2.55%, vs industry avg of 3.36%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 71.77% to 69.02%",0.117001513,0.36922784,0.903464966,0.790843915,0.069416697,0.422720649,1.310843303,1.083787423,0.054484235,0.131400922,0.944030651,0.886257552,0.07388258,0.070913474,0.627018878,0.498940789,0.526592258,1,1,2,2,0,0,1,1.993058699,1.695141089,2
22,BHARATFORG,Bharat Forge Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.23%, vs industry avg of 17.33%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 1.83% to 1.43%",0.035826747,0.317060429,0.872870746,0.761450909,0.02540773,0.387519091,1.311075746,1.078978883,0.015947247,0.094703632,0.944862689,0.887092336,0.029897413,0.066868118,0.659404792,0.527062427,0.558628601,1,1,2,2,0,0,1,1.866002716,1.606201901,2
23,BAJAJFINSV,Bajaj Finserv Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.8%, vs industry avg of 16.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 12.13% to 5.93%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.04%, vs industry avg of -0.88%",0.147505894,0.431240395,0.936801306,0.912857607,0.167517528,0.5139364,1.364405147,1.214849874,0.169857105,0.274336287,1.043337321,1.085414745,0.188863791,0.213280161,0.737538448,0.703079747,0.527539055,1,1,2,2,0,0,1,1.98113777,1.686796439,2
24,BERGEPAINT,Berger Paints India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.63%, vs industry avg of 11.39%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 17.12% to 18.91%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 11.95%, vs industry avg of 8.22%",0.021194084,0.293749015,0.857147117,0.742193915,0.019831141,0.386525797,1.316515546,1.086283026,0.016982828,0.104727999,0.962988868,0.907231453,0.024367849,0.053520892,0.653807515,0.522466788,0.56136885,1,0,2,2,1,0,1,0.99441678,0.996091746,1
25,BATAINDIA,Bata India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.62%, vs industry avg of 4.56%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 30.64% to 23.77%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -8.31%, vs industry avg of 7.62%",0.010383695,0.285583291,0.852314204,0.735554281,0.009630848,0.383031249,1.31070677,1.079421332,0.00256542,0.086560448,0.94565681,0.885263513,0.006743647,0.039458455,0.637398145,0.504979618,0.551409271,1,0,2,2,1,0,1,0.99441678,0.996091746,1
26,BAJAJ-AUTO,Bajaj Auto Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.04%, vs industry avg of 6.78%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 35.57% to 39.5%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 8.61%, vs industry avg of 2.78%",0.112148112,0.409738892,0.986749102,0.885162789,0.09790139,0.483628244,1.396953867,1.186955798,0.080880802,0.202728673,1.051618286,1.012789126,0.098862148,0.153515303,0.773718162,0.638672814,0.514338516,2,0,2,2,1,0,1.166666667,0.99441678,1.046091746,1
27,BALKRISIND,Balkrishna Industries Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 17.04%, vs industry avg of 8.65%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 7.42% to 10.79%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 14.9%, vs industry avg of -5.59%",0.018792379,0.303557861,0.865313547,0.751695273,0.015601543,0.39324413,1.321846897,1.090725891,0.014382691,0.11864909,0.972795522,0.918790466,0.024099644,0.069557621,0.66735574,0.537770042,0.53248243,1,0,2,2,1,0,1,0.99441678,0.996091746,1
