sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score,Avg Sentiment,Final_Sentiment
11,AEGISCHEM,Aegis Logistics Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 3.48%, vs industry avg of 9.98%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.83% to 8.72%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 24.56%, vs industry avg of 11.58%",0.019470415,0.282289601,0.849168952,0.731504772,0.022240555,0.372982527,1.306655975,1.074574664,0.011027842,0.08968801,0.95235596,0.89433462,0.012886531,0.040866827,0.643120436,0.510892975,0.532743456,1,1,2,2,1,0,1.166666667,0.979982653,1.035987857,2
12,ADANIPOWER,Adani Power Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.59%, vs industry avg of 8.04%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 16.55% to 15.14%",0.091264398,0.413564778,0.813919268,0.701984742,0.085810642,0.468858621,1.264717867,1.031724998,0.080000984,0.27872045,0.974776004,0.933508901,0.087441789,0.243232028,0.745516153,0.619548641,0.524694673,1,0,2,1,1,0,0.833333333,1.555774758,1.339042331,3
13,ADANIENT,Adani Enterprises Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.52%, vs industry avg of 10.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 45.63% to 53.37%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -4.7%, vs industry avg of 11.4%",0.143947945,0.321278154,0.863661551,0.735116628,0.136889559,0.420650479,1.325000066,1.090427978,0.114506242,0.137547893,0.967335218,0.909384602,0.194365621,0.104450581,0.652542541,0.519436962,0.581500791,1,1,2,1,2,0,1.166666667,1.41815337,1.342707359,3
14,3MINDIA,3M India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.93%, vs industry avg of 3.57%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 61.31% to 72.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 2.47%, vs industry avg of -0.64%",0.010651552,0.286317828,0.853401697,0.737238151,0.009346249,0.376088199,1.310587369,1.078474043,0.0074732,0.087080779,0.951048991,0.892014193,0.009308,0.038619985,0.641196892,0.509033682,0.552837933,1,0,2,2,1,0,1,0.979982653,0.985987857,2
15,ABBOTINDIA,Abbott India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.04%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.53% to 1.67%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.62%, vs industry avg of 4.09%",0.013127586,0.28859925,0.855861712,0.740662474,0.012967938,0.382348923,1.315369582,1.084888608,0.012478931,0.100425975,0.962366339,0.906175036,0.013788256,0.049928915,0.653040346,0.521709331,0.544099683,1,0,2,2,1,0,1,1.983162979,1.688214085,4
16,AIAENG,AIA Engineering Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.63%, vs industry avg of 9.13%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.3% to 4.27%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.29%, vs industry avg of 17.99%",0.011045287,0.289834151,0.857629765,0.740559238,0.009591089,0.38161221,1.315324188,1.08343336,0.008678543,0.097247866,0.95969799,0.902237791,0.010273527,0.045595086,0.649015181,0.516397526,0.534117394,1,0,2,2,1,0,1,0.979982653,0.985987857,2
17,ATGL,Adani Total Gas Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.25%, vs industry avg of 16.03%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.61% to 2.09%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 38.16%, vs industry avg of 27.61%",0.006251155,0.284795516,0.84938265,0.7327563,0.005914324,0.378483683,1.312603405,1.080464113,0.004944941,0.095442874,0.957484863,0.900263352,0.008497645,0.044563229,0.646535597,0.5145781,0.589214832,1,1,2,1,0,0,0.833333333,0.979982653,0.935987857,1
18,AAVAS,Aavas Financiers Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 33.71%, vs industry avg of 14.47%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.29% to 0.7%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 44.12%, vs industry avg of 6.14%",0.002462082,0.280214244,0.847842912,0.730477499,0.002784196,0.373184389,1.309295686,1.076210151,0.003141872,0.088733574,0.953759756,0.89467439,0.003603064,0.039387256,0.643068272,0.510549841,0.532183888,1,0,1,2,0,0,0.666666667,0.979982653,0.885987857,1
19,AMARAJABAT,Amara Raja Batteries Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.34%, vs industry avg of 7.32%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 26.6% to 30.54%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 1.39%, vs industry avg of 28.51%",0.023679777,0.293815842,0.8568235,0.741384429,0.021248527,0.387065986,1.316568358,1.085546476,0.020567847,0.104155263,0.961426761,0.905120023,0.024215795,0.04896443,0.646606873,0.514793092,0.52741757,2,0,2,2,0,0,1,1.770200173,1.539140121,3
20,AJANTPHARM,Ajanta Pharma Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.49%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.04% to 1.16%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.05%, vs industry avg of 4.09%",0.007188704,0.286169841,0.854009466,0.736399565,0.008260155,0.380693321,1.313157665,1.082484337,0.008286292,0.100838151,0.961577574,0.90565816,0.009539005,0.048092275,0.651106234,0.518679328,0.53530148,0,0,2,2,1,0,0.833333333,0.979982653,0.935987857,1
21,ALKYLAMINE,Alkyl Amines Chemicals Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.42%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.07% to 1.87%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.89%, vs industry avg of 15.42%",0.002943926,0.278366174,0.845144643,0.727528937,0.003182955,0.372773492,1.308699212,1.07547828,0.003550748,0.089902833,0.953897287,0.895639948,0.004296633,0.037308383,0.640138549,0.507869734,0.547751862,0,0,2,2,1,0,0.833333333,0.979982653,0.935987857,1
22,APOLLOTYRE,Apollo Tyres Limited," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.59%, vs industry avg of 8.65%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 24.87% to 26.04%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -10.29%, vs industry avg of -5.59%",0.061181032,0.310590693,0.862570842,0.745033699,0.050465583,0.400881853,1.313311331,1.080395657,0.049809804,0.125269748,0.955072295,0.898859342,0.058147844,0.07362518,0.649440812,0.517579628,0.531374513,0,0,2,2,1,0,0.833333333,1.991683532,1.644178472,4
23,AMBER,Amber Enterprises India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.62%, vs industry avg of 3.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.96% to 6.6%",0.009561882,0.279388681,0.845435226,0.727661734,0.012238779,0.37312967,1.30769455,1.074282991,0.008706764,0.086524582,0.949317864,0.890012476,0.011699657,0.03683862,0.637537099,0.505238569,0.54207125,1,0,2,2,1,0,1,1.988877362,1.692214153,4
24,AMBUJACEM,Ambuja Cements Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,Income statement not found,0.095912605,0.371987287,0.903941475,0.814023394,0.076990936,0.456132808,1.346677135,1.140153895,0.083378542,0.201895399,1.007132092,0.991188234,0,0.032091834,0.635082023,0.502492968,0.543225358,1,0,2,1,1,0,0.833333333,0.787224273,0.801056991,1
25,ALKEM,Alkem Laboratories Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.23%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 3% to 3.61%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.03%, vs industry avg of 4.09%",0.025774332,0.297617156,0.864929416,0.746570452,0.026039186,0.39413983,1.324804009,1.092810239,0.02585701,0.122228597,0.981524853,0.924550516,0.029794894,0.065786957,0.672082869,0.535316317,0.540457497,1,0,2,2,1,0,1,1.264375244,1.185062671,3
26,APLLTD,Alembic Pharmaceuticals Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.51%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.61% to 1.79%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 5.26%, vs industry avg of 4.09%",0.013654401,0.291669564,0.859780195,0.741828088,0.014210508,0.387578315,1.319536068,1.08830481,0.015575275,0.110929604,0.972130791,0.915042963,0.014781075,0.046249509,0.646795068,0.5135293,0.5363107,1,0,2,2,0,0,0.833333333,0.979982653,0.935987857,1
27,APOLLOHOSP,Apollo Hospitals Enterprise Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.48%, vs industry avg of 12.6%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 25.81% to 27.58%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 36.72%, vs industry avg of 28.13%",0.033404651,0.295618493,0.849596056,0.733127671,0.035357912,0.398058455,1.31293158,1.082415535,0.030311481,0.10489785,0.950792139,0.892029637,0.041490218,0.071250026,0.658816599,0.530579011,0.562940129,1,0,2,2,1,0,1,0.979982653,0.985987857,2
