sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score
11.0,AEGISCHEM,Aegis Logistics Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 3.48%, vs industry avg of 9.98%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.83% to 8.72%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 24.56%, vs industry avg of 11.58%",0.01947041533811784,0.28228960072240045,0.8491689521317421,0.7315047723305869,0.02224055545217751,0.3729825272617925,1.30665597476334,1.0745746644367997,0.011027841881130715,0.08968801031370864,0.9523559598162402,0.8943346196737885,0.01288653079750939,0.04086682708245132,0.6431204356585244,0.510892974573775,0.5327434556804869,1.0,1.0,2.0,2.0,1.0,0.0,1.1666666666666667,0.9799826527662036
12.0,ADANIPOWER,Adani Power Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.59%, vs industry avg of 8.04%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 16.55% to 15.14%",0.09126439766106166,0.41356477772754896,0.8139192679651587,0.7019847421682797,0.08581064249392542,0.4688586207155423,1.264717867106589,1.0317249984835748,0.08000098446380273,0.2787204497148631,0.9747760041387685,0.9335089014224627,0.08744178912640531,0.24323202844305078,0.745516152822247,0.6195486406807141,0.5246946733648257,1.0,0.0,2.0,1.0,1.0,0.0,0.8333333333333334,1.555774758074117
13.0,ADANIENT,Adani Enterprises Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.52%, vs industry avg of 10.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 45.63% to 53.37%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -4.7%, vs industry avg of 11.4%",0.14394794512011466,0.32127815443134367,0.8636615511129775,0.7351166277801547,0.13688955872727113,0.42065047933876026,1.3250000662356345,1.0904279784754294,0.11450624181028571,0.13754789254230596,0.9673352177727125,0.9093846024245246,0.19436562124419274,0.10445058104148788,0.6525425405619312,0.5194369621298479,0.5815007906392312,1.0,1.0,2.0,1.0,2.0,0.0,1.1666666666666667,1.4181533699552715
14.0,3MINDIA,3M India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.93%, vs industry avg of 3.57%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 61.31% to 72.55%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 2.47%, vs industry avg of -0.64%",0.010651551502688256,0.2863178284725152,0.8534016972784755,0.7372381511614279,0.009346248783060588,0.3760881986655423,1.3105873687761684,1.0784740431357935,0.007473200004990528,0.08708077910312548,0.9510489914964582,0.8920141925338768,0.009307999819853712,0.0386199853160607,0.6411968917509084,0.509033682428915,0.5528379326969916,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9799826527662036
15.0,ABBOTINDIA,Abbott India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.04%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.53% to 1.67%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 23.62%, vs industry avg of 4.09%",0.013127585693563072,0.288599249882192,0.8558617118105399,0.7406624737364482,0.012967937523187823,0.38234892258259867,1.315369581593912,1.0848886077484987,0.012478931295197697,0.1004259747499971,0.9623663388713285,0.9061750359025377,0.013788255698230239,0.04992891534073554,0.6530403460805123,0.5217093314325733,0.5440996829948864,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.9831629789622274
16.0,AIAENG,AIA Engineering Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.63%, vs industry avg of 9.13%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.3% to 4.27%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.29%, vs industry avg of 17.99%",0.011045286637654968,0.2898341511249952,0.8576297650357243,0.7405592382747207,0.009591089094797412,0.3816122098129941,1.3153241881056696,1.083433359618034,0.00867854292650111,0.09724786582887142,0.95969798984802,0.9022377911314715,0.010273526531397998,0.045595086162875366,0.649015181494406,0.5163975258084237,0.5341173943128933,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.9799826527662036
17.0,ATGL,Adani Total Gas Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 22.25%, vs industry avg of 16.03%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.61% to 2.09%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 38.16%, vs industry avg of 27.61%",0.006251155448002243,0.28479551578580364,0.8493826503638204,0.7327563002211942,0.0059143236128431755,0.37848368296326695,1.3126034048648747,1.08046411271804,0.004944941218786083,0.09544287390097446,0.9574848625391087,0.9002633521336939,0.008497645072954833,0.04456322936420381,0.6465355973666224,0.5145780997916817,0.5892148315426333,1.0,1.0,2.0,1.0,0.0,0.0,0.8333333333333334,0.9799826527662036
18.0,AAVAS,Aavas Financiers Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 33.71%, vs industry avg of 14.47%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.29% to 0.7%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 44.12%, vs industry avg of 6.14%",0.002462082264435743,0.28021424438293513,0.8478429122128539,0.7304774986532623,0.002784195564041545,0.37318438922991326,1.3092956855873907,1.0762101505160178,0.0031418718914184175,0.08873357414139538,0.9537597564724493,0.8946743900580058,0.003603063767371092,0.039387255596242204,0.6430682717559449,0.5105498411139023,0.5321838879465612,1.0,0.0,1.0,2.0,0.0,0.0,0.6666666666666666,0.9799826527662036
19.0,AMARAJABAT,Amara Raja Batteries Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.34%, vs industry avg of 7.32%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 26.6% to 30.54%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 1.39%, vs industry avg of 28.51%",0.023679777323099612,0.2938158420480522,0.8568235000233139,0.7413844291130931,0.021248526862817845,0.3870659863417857,1.316568358265898,1.0855464762614488,0.020567847474726723,0.10415526312733017,0.9614267612528128,0.9051200227850742,0.02421579516483827,0.048964430109272095,0.6466068730438537,0.5147930921254609,0.5274175699272312,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.770200173472338
20.0,AJANTPHARM,Ajanta Pharma Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.49%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.04% to 1.16%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 7.05%, vs industry avg of 4.09%",0.007188704132609079,0.2861698413624717,0.8540094655746326,0.7363995651177306,0.008260155159534158,0.3806933207878623,1.313157664655164,1.082484337495559,0.008286292077621334,0.1008381514303302,0.9615775735290178,0.905658159704115,0.009539005424699293,0.04809227454832341,0.6511062344857359,0.5186793277218198,0.5353014796070036,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,0.9799826527662036
21.0,ALKYLAMINE,Alkyl Amines Chemicals Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.42%, vs industry avg of 8.74%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.07% to 1.87%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.89%, vs industry avg of 15.42%",0.002943925718974274,0.27836617390681967,0.8451446431539169,0.7275289368190891,0.0031829548733631756,0.37277349168654006,1.30869921161932,1.0754782804606464,0.0035507483559042412,0.08990283278551435,0.953897286985693,0.8956399476906044,0.0042966325006865876,0.03730838339627727,0.6401385491240063,0.5078697338668987,0.5477518616868469,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,0.9799826527662036
22.0,APOLLOTYRE,Apollo Tyres Limited," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.59%, vs industry avg of 8.65%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 24.87% to 26.04%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -10.29%, vs industry avg of -5.59%",0.06118103230407584,0.3105906928765799,0.8625708423525339,0.7450336987568442,0.0504655826226253,0.4008818531929642,1.3133113313274238,1.080395656958658,0.04980980437845961,0.12526974761611634,0.9550722945637957,0.8988593422815562,0.05814784447017122,0.07362517981700964,0.649440811958125,0.5175796276966366,0.5313745131885619,0.0,0.0,2.0,2.0,1.0,0.0,0.8333333333333334,1.9916835320328579
23.0,AMBER,Amber Enterprises India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 20.62%, vs industry avg of 3.02%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.96% to 6.6%",0.009561881813681197,0.2793886810709315,0.8454352259756486,0.7276617341132577,0.012238779404473097,0.373129669622026,1.3076945495137862,1.0742829909101148,0.008706763843247785,0.08652458216704027,0.9493178636498497,0.8900124756304005,0.011699657059747638,0.03683861983219887,0.6375370993272655,0.5052385694111114,0.5420712499594064,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.9888773618598958
24.0,AMBUJACEM,Ambuja Cements Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Avg The stock has a moderate number of red flags,Income statement not found,0.09591260485582431,0.37198728725573166,0.9039414753334211,0.8140233942641962,0.07699093599255062,0.4561328084922162,1.3466771348407385,1.1401538954793202,0.08337854221884672,0.20189539948199164,1.0071320924881988,0.9911882335951478,0.0,0.032091833570792594,0.635082023239918,0.5024929678107711,0.5432253584106278,1.0,0.0,2.0,1.0,1.0,0.0,0.8333333333333334,0.7872242725216416
